transaction_id,date,type,debit_account,credit_account,amount,description,reference_id,status,created_by,created_at,approved_by,approved_at,currency,exchange_rate
1067,2024-11-10,Зарплата,4100,1000,54230.21,Виплата заробітної плати,TRX-1067,Відхилено,Марія Редько,2024-11-10,Герман Байдак,,UAH,1.0
1068,2023-09-06,Закупівля,2100,1000,9937.09,Набір ліворуч ніж.,TRX-1068,Очікує,Оксана Кибкало,2023-09-06,Демʼян Саченко,2023-09-07 03:00:00,UAH,1.0
1069,2024-10-08,Ремонт,4400,1000,12840.740000000002,Ремонт обладнання 40,MAINT-282,Очікує,Валентина Шовкопляс,2024-10-08,Давид Ватаманюк,2024-10-09 04:00:00,UAH,1.0
1070,2023-03-07,Закупівля,4000,1000,52983.17,Мимо інфекція вперед знаходити.,TRX-1070,Відхилено,Орина Бандера,2023-03-07,Еріка Ярош,2023-03-07 14:00:00,UAH,1.0
1071,2024-04-14,Комунальні,4200,1000,87885.09,Оплата комунальних послуг,TRX-1071,Проведено,Пріска Деревʼянко,2024-04-14,Єва Єременко,2024-04-15 15:00:00,UAH,1.0
1072,2024-11-15,Ремонт,4400,1000,10148.57,Ремонт обладнання 3,MAINT-439,Очікує,Аліна Ващук,2024-11-15,,2024-11-16 19:00:00,UAH,1.0
1073,2023-08-20,Продаж,1000,3000,19493.228300000002,Продаж товару 20,SALE-609,Відхилено,Віра Хмара,2023-08-20,Сніжана Лисенко,2023-08-21 19:00:00,UAH,1.0
1074,2024-09-26,Ремонт,4400,1000,35381.32,Ремонт обладнання 31,MAINT-348,Проведено,Тарас Макогон,2024-09-26,Давид Пилипенко,2024-09-26 14:00:00,UAH,1.0
1075,2023-01-24,Зарплата,4100,1000,27138.66,Виплата заробітної плати,TRX-1075,Проведено,Марта Абрагамовська,2023-01-24,Альбіна Дерегус,2023-01-25 08:00:00,UAH,1.0
1076,2023-01-31,Інше,1300,1000,23069.7,Господь матерія коричневий сміливий.,TRX-1076,Відхилено,Тарас Шинкаренко,2023-01-31,пані Валентина Жученко,2023-02-01 21:00:00,UAH,1.0
1077,2023-12-20,Інше,2100,1000,71715.17,Трубка степ зображати конференція.,TRX-1077,Очікує,Оксенія Терещенко,2023-12-20,Сергій Ващук,2023-12-20 16:00:00,UAH,1.0
1078,2023-01-05,Комунальні,4200,1000,66741.11,Оплата комунальних послуг,TRX-1078,Відхилено,Левко Ляшко,2023-01-05,,,UAH,1.0
1079,2023-06-07,Закупівля,1200,1000,72091.98,Інвалід природний близько казна-хто.,TRX-1079,Очікує,Зорян Стус,2023-06-07,Валентина Деревʼянко,2023-06-07 22:00:00,UAH,1.0
1080,2023-06-21,Комунальні,4200,1000,56387.75,Оплата комунальних послуг,TRX-1080,Відхилено,Ярослава Яценюк,2023-06-21,Лілія Голобородько,2023-06-22 20:00:00,UAH,1.0
1081,2023-07-11,Зарплата,4100,1000,2999.53,Виплата заробітної плати,TRX-1081,Відхилено,Симон Зарудний,2023-07-11,Аніта Фурс,2023-07-12 20:00:00,UAH,1.0
1082,2024-06-17,Ремонт,4400,1000,23173.399999999998,Ремонт обладнання 41,MAINT-416,Проведено,Мілена Засядько,2024-06-17,Демид Ніколюк,2024-06-18 18:00:00,UAH,1.0
1083,2024-09-20,Зарплата,4100,1000,98347.36,Виплата заробітної плати,TRX-1083,Проведено,Сірко Соломон Тимофійович,2024-09-20,Овчаренко Юстина Мартинівна,,UAH,1.0
1084,2024-09-29,Комунальні,4200,1000,79435.07,Оплата комунальних послуг,TRX-1084,Відхилено,пані Олена Червоненко,2024-09-29,Віктор Лагода,,UAH,1.0
1085,2024-01-22,Закупівля,1200,1000,7669.99,Коричневий неправда дрімати поїзд.,TRX-1085,Очікує,Герман Байдак,2024-01-22,Алла Приймак,2024-01-23 01:00:00,UAH,1.0
1086,2024-08-15,Комунальні,4200,1000,51542.31,Оплата комунальних послуг,TRX-1086,Відхилено,Роксолана Архипенко,2024-08-15,Святослава Атаманчук,2024-08-16 10:00:00,UAH,1.0
1087,2024-12-13,Інше,3100,1000,36537.17,Струмок здалеку банк.,TRX-1087,Проведено,Черінько Франц Ярославович,2024-12-13,Кабалюк Альберт Валерійович,2024-12-13 20:00:00,UAH,1.0
1088,2023-05-05,Ремонт,4400,1000,28717.550000000003,Ремонт обладнання 48,MAINT-151,Відхилено,Аліна Забарна,2023-05-05,Богодар Полтавець,,UAH,1.0
1089,2023-07-14,Зарплата,4100,1000,88130.97,Виплата заробітної плати,TRX-1089,Очікує,Геннадій Баранець,2023-07-14,пан Ігор Ґжицький,2023-07-15 18:00:00,UAH,1.0
1090,2024-01-28,Продаж,1000,3000,97947.22559999999,Продаж товару 84,SALE-331,Відхилено,Георгій Семенченко,2024-01-28,Надія Вахній,2024-01-28 13:00:00,UAH,1.0
1091,2024-06-13,Продаж,1000,3000,42257.635200000004,Продаж товару 81,SALE-975,Очікує,Ганна Сич,2024-06-13,пан Євген Михалюк,2024-06-14 03:00:00,UAH,1.0
1092,2023-01-13,Закупівля,4100,1000,59991.99,Каюта вчений рідкий шкіра наполегливо вечір.,TRX-1092,Відхилено,Святослава Ажажа,2023-01-13,Франц Дахно,2023-01-13 01:00:00,UAH,1.0
1093,2023-09-16,Продаж,1000,3000,160954.8276,Продаж товару 71,SALE-730,Очікує,Ємельяненко Миколай Соломонович,2023-09-16,Юхим Лукаш,2023-09-16 06:00:00,UAH,1.0
1094,2024-09-23,Зарплата,4100,1000,51692.23,Виплата заробітної плати,TRX-1094,Проведено,Ростислав Павлик,2024-09-23,Давид Байрак,2024-09-23 10:00:00,UAH,1.0
1095,2023-02-24,Продаж,1000,3000,267991.48,Продаж товару 79,SALE-275,Відхилено,Демʼян Лубенець,2023-02-24,,2023-02-25 21:00:00,UAH,1.0
1096,2023-03-05,Зарплата,4100,1000,15208.05,Виплата заробітної плати,TRX-1096,Проведено,Степан Усик,2023-03-05,Едита Ярема,2023-03-06 06:00:00,UAH,1.0
1097,2024-07-20,Зарплата,4100,1000,89230.9,Виплата заробітної плати,TRX-1097,Проведено,Руслан Рудько,2024-07-20,Пріска Гунько,2024-07-21 04:00:00,UAH,1.0
1098,2024-05-02,Ремонт,4400,1000,10471.27,Ремонт обладнання 32,MAINT-243,Очікує,Соломія Данько,2024-05-02,Марта Шахрай,2024-05-04 00:00:00,UAH,1.0
1099,2024-04-28,Інше,4500,1000,31688.41,Армійський їжа єдиний коричневий розлад вітати.,TRX-1099,Відхилено,Єва Єсипенко,2024-04-28,Камілла Копитко,2024-04-29 14:00:00,UAH,1.0
1100,2023-10-09,Інше,4400,1000,1969.87,Блін бочок черговий пристойний.,TRX-1100,Очікує,Ігор Малишко,2023-10-09,Ігор Затовканюк,2023-10-09 11:00:00,UAH,1.0
1101,2024-08-31,Інше,4000,1000,57121.32,Низький командир витягувати задерти.,TRX-1101,Проведено,пані Софія Шморгун,2024-08-31,Анжела Романчук,2024-09-01 21:00:00,UAH,1.0
1102,2023-12-16,Продаж,1000,3000,130692.80399999999,Продаж товару 71,SALE-390,Відхилено,Ірина Литвиненко,2023-12-16,пан Захар Рак,2023-12-17 09:00:00,UAH,1.0
1103,2023-07-02,Зарплата,4100,1000,97887.19,Виплата заробітної плати,TRX-1103,Відхилено,пан Леонід Забіла,2023-07-02,Аркадій Ващенко-Захарченко,,UAH,1.0
1104,2023-11-07,Зарплата,4100,1000,89021.28,Виплата заробітної плати,TRX-1104,Відхилено,Веніямин Гриценко,2023-11-07,Короленко Валентин Максимович,2023-11-08 11:00:00,UAH,1.0
1105,2024-09-02,Продаж,1000,3000,92838.744,Продаж товару 81,SALE-837,Проведено,Батюк Марʼяна Георгіївна,2024-09-02,Данило Філіпенко,2024-09-03 13:00:00,UAH,1.0
1106,2024-10-19,Зарплата,4100,1000,89795.85,Виплата заробітної плати,TRX-1106,Відхилено,Орися Юрчишин,2024-10-19,Гордій Конопля,2024-10-19 18:00:00,UAH,1.0
1107,2024-11-08,Продаж,1000,3000,4582.9475999999995,Продаж товару 92,SALE-660,Відхилено,Христина Оніщук,2024-11-08,,2024-11-08 22:00:00,UAH,1.0
1108,2023-09-29,Закупівля,4300,1000,54351.5,Ковзати полюбити поява танцювати.,TRX-1108,Проведено,Омелян Носенко,2023-09-29,Гаврило Носаченко,2023-09-29 05:00:00,UAH,1.0
1109,2023-02-26,Закупівля,4300,1000,64306.07,Перетнути надати хлопець оборот навіщо.,TRX-1109,Проведено,Оксана Артимишин,2023-02-26,,2023-02-27 23:00:00,UAH,1.0
1110,2023-12-16,Закупівля,1100,1000,72414.57,Кидати спасти взагалі домогтися.,TRX-1110,Проведено,Іван Супруненко,2023-12-16,Мирон Зінченко,2023-12-17 01:00:00,UAH,1.0
1111,2023-09-18,Зарплата,4100,1000,19518.8,Виплата заробітної плати,TRX-1111,Відхилено,Марко Іваничук,2023-09-18,Володимир Асаула,2023-09-19 07:00:00,UAH,1.0
1112,2024-10-24,Інше,3100,1000,97387.74,Вираз команда порівняння.,TRX-1112,Відхилено,Онисим Сірко,2024-10-24,,2024-10-25 22:00:00,UAH,1.0
1113,2024-04-23,Комунальні,4200,1000,85483.07,Оплата комунальних послуг,TRX-1113,Відхилено,Лілія Кащенко,2024-04-23,Дацюк Володимир Устимович,2024-04-23 11:00:00,UAH,1.0
1114,2024-08-04,Продаж,1000,3000,122988.63779999998,Продаж товару 34,SALE-364,Очікує,Ігор Кащенко,2024-08-04,Василина Скорик,2024-08-05 07:00:00,UAH,1.0
1115,2024-11-23,Інше,4200,1000,87658.62,Неправда прем'єра тьмяний ефект другий.,TRX-1115,Очікує,Абрамчук Ростислав Гордійович,2024-11-23,Віолетта Ґерус,,UAH,1.0
1116,2023-07-24,Інше,1200,1000,79463.73,Колектив важливий висловлюватися насолода мить.,TRX-1116,Проведено,Сніжана Сацюк,2023-07-24,Тереза Терещенко,2023-07-25 23:00:00,UAH,1.0
1117,2023-09-13,Продаж,1000,3000,128829.1868,Продаж товару 37,SALE-746,Відхилено,Микита Демʼяненко,2023-09-13,Людмила Андрійчук,,UAH,1.0
1118,2023-05-02,Комунальні,4200,1000,39211.65,Оплата комунальних послуг,TRX-1118,Очікує,Йосип Штепа,2023-05-02,Олекса Алексеєнко,2023-05-03 23:00:00,UAH,1.0
1119,2024-01-07,Продаж,1000,3000,435144.328,Продаж товару 56,SALE-413,Проведено,Данна Яценко,2024-01-07,Одарка Свистун,2024-01-08 10:00:00,UAH,1.0
1120,2023-12-04,Продаж,1000,3000,134111.98080000002,Продаж товару 13,SALE-689,Відхилено,пані Данна Шелест,2023-12-04,Альбіна Талан,2023-12-04 16:00:00,UAH,1.0
1121,2023-01-23,Ремонт,4400,1000,3060.41,Ремонт обладнання 39,MAINT-471,Проведено,Соломія Щербак,2023-01-23,Марія Супруненко,2023-01-23 22:00:00,UAH,1.0
1122,2024-11-10,Ремонт,4400,1000,8472.16,Ремонт обладнання 26,MAINT-302,Очікує,Михайло Сиротенко,2024-11-10,Ростислав Даценко,2024-11-10 07:00:00,UAH,1.0
1123,2024-07-27,Зарплата,4100,1000,36722.8,Виплата заробітної плати,TRX-1123,Відхилено,Василина Штепа,2024-07-27,Аніта Юрчишина,2024-07-27 01:00:00,UAH,1.0
1124,2023-06-10,Інше,4000,1000,87366.18,Бригада блискучий колектив керівник.,TRX-1124,Проведено,Святослава Абрамчук,2023-06-10,Захар Тесля,2023-06-11 04:00:00,UAH,1.0
1125,2023-01-13,Ремонт,4400,1000,18130.3,Ремонт обладнання 3,MAINT-310,Проведено,Демʼян Ісаєнко,2023-01-13,Запорожець Пріска Миколаївна,2023-01-13 11:00:00,UAH,1.0
